Index,Textual Faithfulness,Frame Consistency,Video Fidelity,Source Video,Edited Video,key,tasks,target_dirs,models,caption,editing_prompt,Textual Faithfulness_w1,Textual Faithfulness_w2,Textual Faithfulness_w3,Textual Faithfulness_w4,Frame Consistency_w1,Frame Consistency_w2,Frame Consistency_w3,Frame Consistency_w4,Video Fidelity_w1,Video Fidelity_w2,Video Fidelity_w3,Video Fidelity_w4
2046,3.25,2.5,2.25,mbike-trick,mbike-trick_2_v_3,mbike-trick,CE_other,CE_other/Text2Video-Zero,Text2Video-Zero,A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,A man wearing a helmet and a white T-shirt is riding a motorcycle in a desert to create smoke circles around him,3,4,4,2,3,2,3,2,3,2,3,1
2047,1.5,1.5,1,drone-flying,drone-flying_2_v_3,drone-flying,CE_other,CE_other/Text2Video-Zero,Text2Video-Zero,"A man standing on a drone gliding over the water surface, in front of a building","A man standing on a drone gliding over the water surface, in front of a lighthouse",1,2,1,2,2,1,1,2,1,1,1,1
2048,2.5,1.5,1.5,hockey,hockey_2_v_4,hockey,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,"A roller hockey player in protective gear, balancing on his knees, is defending the goal in a park","A roller hockey player in protective gear, balancing on his knees, is defending the goal in a park, in Oil painting style",2,2,3,3,1,1,2,2,1,1,2,2
2049,3,1.75,1.75,varanus-tree,varanus-tree_2_v_4,varanus-tree,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A lizard on a leash climbing up a tree,"A lizard on a leash climbing up a tree, in Manga style",3,3,3,3,1,2,2,2,1,2,2,2
2050,2.5,1.5,1.25,monkeys-trees,monkeys-trees_2_v_4,monkeys-trees,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A monkey is rushing from the ground towards another monkey sitting on the tree trunk,"A monkey is rushing from the ground towards another monkey sitting on the tree trunk, in Watercolor style",2,2,4,2,1,1,2,2,1,1,2,1
2051,3,2,2,kite-walk,kite-walk_2_v_4,kite-walk,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,"A man is walking backwards on the sandy beach by the sea, holding a paddle in his hand and a rope tied to his body","A man is walking backwards on the sandy beach by the sea, holding a paddle in his hand and a rope tied to his body, in Watercolor style",3,3,3,3,2,2,2,2,2,2,2,2
2052,3.5,2,2.25,swing-boy,swing-boy_2_v_4,swing-boy,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,"A boy is swinging on a swing, with a background of woods, grassland, and a fence","A boy is swinging on a swing, with a background of woods, grassland, and a fence, in Manga style",4,4,3,3,2,2,2,2,3,2,2,2
2053,3,2,1.75,tennis-vest,tennis-vest_2_v_4,tennis-vest,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A man wearing a tank top and undershirt is playing a game of tennis on a clay court,"A man wearing a tank top and undershirt is playing a game of tennis on a clay court, in Van Gogh style",3,3,3,3,2,2,2,2,1,2,2,2
2054,3.75,2.25,2.5,cat-girl,cat-girl_2_v_4,cat-girl,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A little girl is sitting on a chair holding a cat in her arms,"A little girl is sitting on a chair holding a cat in her arms, in Watercolor style",4,4,4,3,3,2,2,2,4,2,2,2
2055,3,1.75,1.5,boxing,boxing_2_v_4,boxing,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,Two boxers are boxing in the ring,"Two boxers are boxing in the ring, in Abstract style",3,3,3,3,2,1,2,2,2,1,1,2
2056,3.25,2,1.75,butterfly,butterfly_2_v_4,butterfly,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A blue butterfly flying over a plant,"A blue butterfly flying over a plant, in Oil painting style",3,3,4,3,2,2,2,2,1,2,2,2
2057,2.5,1.5,1.25,breakdance-flare,breakdance-flare_2_v_4,breakdance-flare,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A man breakdancing in front of a building,"A man breakdancing in front of a building, in Watercolor style",2,3,3,2,1,1,2,2,1,1,2,1
2058,3.25,2,1.75,swing,swing_2_v_4,swing,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,a woman is swinging on a swing in a park,"a woman is swinging on a swing in a park, in Van Gogh style",4,3,3,3,2,2,2,2,1,2,2,2
2059,3.25,2,2,soccerball,soccerball_2_v_4,soccerball,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,"A football stopped spinning on the grass, with trees and an iron fence in the background","A football stopped spinning on the grass, with trees and an iron fence in the background, in Cartoon style",3,3,4,3,2,2,2,2,2,2,2,2
2060,2.75,1.5,1.5,people-sunset,people-sunset_2_v_4,people-sunset,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A couple walking down a hill at sunset,"A couple walking down a hill at sunset, in Van Gogh style",3,2,3,3,1,1,2,2,1,1,2,2
2061,2.75,1.75,1.75,camel,camel_2_v_4,camel,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A camel walking in an enclosure with a fence,"A camel walking in an enclosure with a fence, in Watercolor style",2,3,3,3,2,2,1,2,1,2,2,2
2062,2.75,1.25,1.25,horse-race,horse-race_2_v_4,horse-race,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,"Horses are racing in a muddy track during a rainstorm, with one horse running ahead and the others closely behind","Horses are racing in a muddy track during a rainstorm, with one horse running ahead and the others closely behind, in Abstract style",3,3,3,2,1,1,1,2,1,1,1,2
2063,2.5,1.25,1,bmx-rider,bmx-rider_2_v_4,bmx-rider,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A skilled biker rides a bike up a ramp while performing a series of tricks,"A skilled biker rides a bike up a ramp while performing a series of tricks, in Manga style",3,3,2,2,1,1,1,2,1,1,1,1
2064,4,3.25,3.5,gym-ball,gym-ball_2_v_4,gym-ball,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,"A man in the gym repeatedly jumps up and down in a fast motion while holding a big ball, and then bounces it to himself","A man in the gym repeatedly jumps up and down in a fast motion while holding a big ball, and then bounces it to himself, in Watercolor style",4,4,4,4,4,3,3,3,4,3,4,3
2065,2.25,1.25,1,circus,circus_2_v_4,circus,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A boy is flipping over a circle formed by a girl and a boy in the circus,"A boy is flipping over a circle formed by a girl and a boy in the circus, in Cartoon style",2,2,3,2,2,1,1,1,1,1,1,1
2066,3,2,2.25,snowboard-sand,snowboard-sand_2_v_4,snowboard-sand,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A woman in a grey shirt is skateboarding down the sand dune,"A woman in a grey shirt is skateboarding down the sand dune, in Abstract style",3,3,3,3,2,2,2,2,3,2,2,2
2067,3,1.75,1.25,rollerblade,rollerblade_2_v_4,rollerblade,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A girl is doing tricks on roller skates while jumping into the air in front of a graffiti wall,"A girl is doing tricks on roller skates while jumping into the air in front of a graffiti wall, in Oil painting style",3,2,4,3,2,1,2,2,1,1,2,1
2068,2.75,1.75,1.75,rhino,rhino_2_v_4,rhino,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A rhino walking through a zoo enclosure with rocks and trees,"A rhino walking through a zoo enclosure with rocks and trees, in Manga style",2,3,3,3,1,2,2,2,1,2,2,2
2069,3.75,2.75,2.5,city-ride,city-ride_2_v_4,city-ride,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,A young boy rides a bike down a street with a graffiti wall,"A young boy rides a bike down a street with a graffiti wall, in Oil painting style",4,4,4,3,3,2,3,3,2,2,3,3
2070,3.5,2,2,elephant,elephant_2_v_4,elephant,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,"An elephant is walking in the zoo, raising dust with its trunk, with rocks and trees in the background","An elephant is walking in the zoo, raising dust with its trunk, with rocks and trees in the background, in Oil painting style",4,4,3,3,2,2,2,2,2,2,3,1
2071,3.5,1.75,1.75,hike,hike_2_v_4,hike,Style_Overall,Style_Overall/Text2Video-Zero,Text2Video-Zero,"A man carrying a backpack is walking on the mountain, stepping on rocks, with the mountain as the background","A man carrying a backpack is walking on the mountain, stepping on rocks, with the mountain as the background, in Watercolor style",3,4,4,3,2,2,1,2,1,2,2,2
2072,3,2,2,guitar-violin,guitar-violin_2_v_5,guitar-violin,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A man dressed in a suit is playing a song on the violin in a candlelit bar,"A man dressed in a suit is playing a song on the violin in a candlelit bar, in tropical beach colors",3,3,3,3,2,2,2,2,2,2,2,2
2073,2.25,1.75,1.5,dolphins,dolphins_2_v_5,dolphins,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,Dolphins swimming in the ocean with a blue sky,"Dolphins swimming in the ocean with a blue sky, in cityscape at night colors",1,3,3,2,1,2,2,2,1,2,2,1
2074,4,2.75,3.25,car-turn,car-turn_2_v_5,car-turn,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A suv driving down a winding road with mountains in the background,"A suv driving down a winding road with mountains in the background, in vintage postcard colors",5,4,4,3,3,3,2,3,4,3,3,3
2075,2.25,2,1.75,dancing,dancing_2_v_5,dancing,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A girl and boy are dancing in a circle in front of a crowd,"A girl and boy are dancing in a circle in front of a crowd, in vintage postcard colors",2,3,2,2,2,2,2,2,2,2,2,1
2076,2.25,1.5,1,rollercoaster,rollercoaster_2_v_5,rollercoaster,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A roller coaster is running on an orange track on a sunny day.,"A roller coaster is running on an orange track on a sunny day., in rainy day colors",2,3,2,2,2,1,1,2,1,1,1,1
2077,3.25,2.75,2.25,helicopter,helicopter_2_v_5,helicopter,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A man in a yellow vest is walking while a helicopter is hovering over the airport,"A man in a yellow vest is walking while a helicopter is hovering over the airport, in winter wonderland colors",3,3,4,3,2,3,3,3,2,2,3,2
2078,3,1.75,1.5,koala,koala_2_v_5,koala,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,Koala bear climbing on a tree trunk,"Koala bear climbing on a tree trunk, in tropical beach colors",3,3,3,3,2,1,2,2,1,1,2,2
2079,2.25,1.5,1,skate-jump,skate-jump_2_v_5,skate-jump,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,"A skateboarder jumps over a wooden table on a concrete road, with trees in the background and the sunlight of the day","A skateboarder jumps over a wooden table on a concrete road, with trees in the background and the sunlight of the day, in grayscale",2,2,3,2,2,1,1,2,1,1,1,1
2080,2.25,1,1,monkeys,monkeys_2_v_5,monkeys,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A mother monkey and a baby monkey are picking things to eat on the grassland,"A mother monkey and a baby monkey are picking things to eat on the grassland, in tropical beach colors",2,2,3,2,1,1,1,1,1,1,1,1
2081,2.25,1.25,1.5,crafting,crafting_2_v_5,crafting,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A person is holding a pencil and crafting a model,"A person is holding a pencil and crafting a model, in winter wonderland colors",2,2,3,2,1,1,1,2,2,1,1,2
2082,3.25,1.75,1.5,planes-water,planes-water_2_v_5,planes-water,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,An airplane is taxiing on a wet tarmac on a cloudy day,"An airplane is taxiing on a wet tarmac on a cloudy day, in sunrise colors",4,4,2,3,2,2,1,2,1,2,1,2
2083,4.5,4,4,crossing,crossing_2_v_5,crossing,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,People walk across a crosswalk as a white car passes,"People walk across a crosswalk as a white car passes, in vintage postcard colors",4,4,5,5,4,4,4,4,4,4,4,4
2084,3.25,1.75,1.5,judo,judo_2_v_5,judo,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,Two men in white uniforms are practicing Judo inside a Karate studio,"Two men in white uniforms are practicing Judo inside a Karate studio, in cityscape at night colors",3,3,4,3,2,1,2,2,1,1,2,2
2085,3,2,1.75,bears-ball,bears-ball_2_v_5,bears-ball,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,"Three brown bears are walking and playing with a red ball on the ground covered with leaves, with the forest as the background","Three brown bears are walking and playing with a red ball on the ground covered with leaves, with the forest as the background, in autumn forest colors",3,3,3,3,2,2,2,2,1,2,2,2
2086,3.25,2,2,rallye,rallye_2_v_5,rallye,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A rally car is driving down a dirt road,"A rally car is driving down a dirt road, in tropical beach colors",3,4,3,3,2,2,2,2,2,2,2,2
2087,3,1.75,1.25,surfer,surfer_2_v_5,surfer,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A man rides a surfboard in the water while others hold onto their surfboards and watch,"A man rides a surfboard in the water while others hold onto their surfboards and watch, in cityscape at night colors",3,3,4,2,2,1,2,2,1,1,2,1
2088,3.75,2,2.5,dog-control,dog-control_2_v_5,dog-control,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,"A woman is walking past a black dog wearing a jacket at the airport, and the security staff is controlling the dog through a leash","A woman is walking past a black dog wearing a jacket at the airport, and the security staff is controlling the dog through a leash, in tropical beach colors",4,4,4,3,2,2,2,2,2,2,3,3
2089,3,1.75,1.25,mbike-trick,mbike-trick_2_v_5,mbike-trick,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,"A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him, in autumn forest colors",3,4,3,2,1,2,2,2,1,2,1,1
2090,3.25,2,2,volleyball-beach,volleyball-beach_2_v_5,volleyball-beach,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A group of people playing volleyball on the beach,"A group of people playing volleyball on the beach, in sunset colors",2,4,4,3,2,2,2,2,2,2,2,2
2091,3,1.75,1.25,motorbike,motorbike_2_v_5,motorbike,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,Two people riding motorcycles on a road near a mountain,"Two people riding motorcycles on a road near a mountain, in rainy day colors",3,3,3,3,2,1,2,2,1,1,2,1
2092,3.75,2.25,2.25,car-shadow,car-shadow_2_v_5,car-shadow,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A white car is driving down the street in front of a building,"A white car is driving down the street in front of a building, in sunset colors",4,4,4,3,2,3,2,2,2,3,2,2
2093,2.75,2,1.75,boat,boat_2_v_5,boat,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A white boat is seen moving quickly through the water in an area surrounded by desert and mountains,"A white boat is seen moving quickly through the water in an area surrounded by desert and mountains, in sunset colors",3,3,3,2,2,2,2,2,2,2,2,1
2094,3,1.75,1.5,train,train_2_v_5,train,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,"A model train set with a train on the tracks, next to a model village","A model train set with a train on the tracks, next to a model village, in tropical beach colors",3,3,3,3,2,1,2,2,1,1,2,2
2095,2.75,2,1.75,boxing-fisheye,boxing-fisheye_2_v_5,boxing-fisheye,Style_color_transfer,Style_color_transfer/Text2Video-Zero,Text2Video-Zero,A boxing match between two young men is taking place in an outdoor ring while a crowd of people watches,"A boxing match between two young men is taking place in an outdoor ring while a crowd of people watches, in tropical beach colors",3,3,2,3,2,2,2,2,2,2,2,1
2096,1.5,1.25,1.25,hurdles-race,hurdles-race_2_v_6,hurdles-race,Multi-entity,Multi-entity/Text2Video-Zero,Text2Video-Zero,A group of women are running on an athletic track while jumping over hurdles as an audience watches on,A group of robots are running on a sandy track while jumping over colorful hurdles as an audience watches on,1,1,1,3,1,1,1,2,1,1,1,2
2097,2.5,1.5,1.25,butterfly,butterfly_2_v_6,butterfly,Multi-entity,Multi-entity/Text2Video-Zero,Text2Video-Zero,A blue butterfly flying over a plant,A yellow butterfly flying over a flower,1,3,3,3,1,1,2,2,1,1,1,2
2098,1.75,1.5,1.25,scooter-black,scooter-black_2_v_6,scooter-black,Multi-entity,Multi-entity/Text2Video-Zero,Text2Video-Zero,"A group of men on motorbikes speed away from the camera, followed by one person on a white bike","A group of clowns on Harley-Davidson motorbikes speed away from the camera, followed by one person on a white sport bike",1,3,1,2,1,2,1,2,1,1,1,2
2099,3.25,1.25,1.25,kart-turn,kart-turn_2_v_6,kart-turn,Multi-entity,Multi-entity/Text2Video-Zero,Text2Video-Zero,A a boy on a go kart riding quickly on a race track,A girl on a scooter riding quickly on a sand track,4,2,4,3,1,1,1,2,1,1,1,2
2100,2.75,1.25,1.25,inflatable,inflatable_2_v_6,inflatable,Multi-entity,Multi-entity/Text2Video-Zero,Text2Video-Zero,Three kids play on an inflatable bouncy house,Three men play on an inflatable water slide,2,3,3,3,1,1,1,2,1,1,1,2
2101,3,1.25,1.25,city-ride,city-ride_2_v_6,city-ride,Multi-entity,Multi-entity/Text2Video-Zero,Text2Video-Zero,A young boy rides a bike down a street with a graffiti wall,A young girl rides a scooter down a street with a colorful mural wall,4,2,3,3,1,1,1,2,1,1,1,2
